airport_id;airport_name;airport_code;country;country_code;city
2476;Evans Head;EVH;Australia;AU;Evans Head
2477;Evanston;EVW;United States;US;Evanston
2478;Eveleth;EVM;United States;US;Eveleth
2479;Evelio Javier;EUQ;Philippines;PH;Antique
2480;Evenes;EVE;Norway;NO;Harstad-Narvik
2481;Everett-Stewart;UCY;United States;US;Union City
2482;Evreux;EVX;France;FR;Evreux
2483;Ewer;EWE;Indonesia;ID;Ewer
2484;Ewo;EWO;Congo;CG;Ewo
2485;ExchangeSt Railway Svc;ZXS;United States;US;Buffalo
2486;Executive;CLW;United States;US;Clearwater
2487;Executive;FXE;United States;US;Fort Lauderdale
2488;Executive;SAC;United States;US;Sacramento
2489;Executive Gatineau-Ottawa;YND;Canada;CA;Ottawa
2490;Exeter;EXT;United Kingdom;GB;Exeter
2491;Exmouth Gulf;EXM;Australia;AU;Exmouth Gulf
2492;Express;TOL;United States;US;Toledo
2493;Exuma International;GGT;Bahamas;BS;George Town
2494;Ezeiza Ministro Pistarini;EZE;Argentina;AR;Buenos Aires
2495;F D Roosevelt;EUX;Netherlands Antilles;AN;St Eustatius
2496;Faaa;PPT;French Polynesia;PF;Papeete
2497;Faaite;FAC;French Polynesia;PF;Faaite
2498;Fada Ngourma;FNG;Burkina Faso;BF;Fada Ngourma
2499;Fagali I;FGI;Samoa;WS;Apia
2500;Fagurholsmyri;FAG;Iceland;IS;Fagurholsmyri
2501;Fair Isle;FIE;United Kingdom;GB;Fair Isle
2502;Fairchild AFB;SKA;United States;US;Spokane
2503;Fairchild Intl;CLM;United States;US;Port Angeles
2504;Fairfax Municipal;KCK;United States;US;Kansas City
2505;Fairmont;FRM;United States;US;Fairmont
2506;Fairmount Springs;YCZ;Canada;CA;Fairmount Springs
2507;Fairview;ZFW;Canada;CA;Fairview
2508;Fairwood Comm;SWS;United Kingdom;GB;Swansea
2509;Faisalabad;LYP;Pakistan;PK;Faisalabad
2510;Faizabad;FBD;Afghanistan;AF;Faizabad
2511;Fajardo;FAJ;Puerto Rico;PR;Fajardo
2512;Fak Fak;FKQ;Indonesia;ID;Fak Fak
2513;Fakahina;FHZ;French Polynesia;PF;Fakahina
2514;Fakarava;FAV;French Polynesia;PF;Fakarava
2515;Falcon Field;MSC;United States;US;Mesa
2516;Falcon State;FAL;United States;US;Roma
2517;Falconara;AOI;Italy;IT;Ancona
2518;Faleolo;APW;Samoa;WS;Apia
2519;Falher;YOE;Canada;CA;Falher
2520;Falkenberg Rail;XYM;Sweden;SE;Falkenberg
2521;Fallowfield Railway;ZIF;Canada;CA;Ottawa
2522;Falls Bay;FLJ;United States;US;Falls Bay
2523;Falls Creek;FLC;Australia;AU;Falls Creek
2524;Falls Intl;INL;United States;US;International Falls
2525;False Island;FAK;United States;US;False Island
2526;False Pass;KFP;United States;US;False Pass
2527;Fane;FNE;Papua New Guinea;PG;Fane
2528;Fangatau;FGU;French Polynesia;PF;Fangatau
2529;Fanning Field;IDA;United States;US;Idaho Falls
2530;Farafangana;RVA;Madagascar;MG;Farafangana
2531;Farah;FAH;Afghanistan;AF;Farah
2532;Faranah;FAA;Guinea;GN;Faranah
2533;Farewell;FWL;United States;US;Farewell
2534;Farfan;ULQ;Colombia;CO;Tulua
2535;Farnborough;FAB;United Kingdom;GB;Farnborough
2536;Faro;ZFA;Canada;CA;Faro
2537;Faro;FAO;Portugal;PT;Faro
2538;Faro TP;ZYF;Portugal;PT;Faro
2539;Fasa;FAZ;Iran;IR;Fasa
2540;Fascene;NOS;Madagascar;MG;Nossi-be
2541;Faskrudsfjordur;FAS;Iceland;IS;Faskrudsfjordur
2542;Faya;FYT;Chad;TD;Faya
2543;Fderik;FGD;Mauritania;MR;Fderik
2544;Federal;ALQ;Brazil;BR;Alegrete
2545;Federal;PET;Brazil;BR;Pelotas
2546;Federal;LMM;Mexico;MX;Los Mochis
2547;Federal No 1;KSR;United States;US;Sandy River
2548;Fedl De Bachigualato;CUL;Mexico;MX;Culiacan
2549;Feijo;FEJ;Brazil;BR;Feijo
2550;Feira De Santana;FEC;Brazil;BR;Feira De Santana
2551;Felix Houphouet Boigny;ABJ;Ivory Coast;CI;Abidjan
2552;Felker AAF;FAF;United States;US;Fort Eustis
2553;Felts Field;SFF;United States;US;Spokane
2554;Fera Island;FRE;Solomon Islands;SB;Fera Island
2555;Feramin;FRQ;Papua New Guinea;PG;Feramin
2556;Fergana;FEG;Uzbekistan;UZ;Fergana
2557;Fergus Falls;FFM;United States;US;Fergus Falls
2558;Fergusons Gulf;FER;Kenya;KE;Fergusons Gulf
2559;Ferihegy;BUD;Hungary;HU;Budapest
2560;Ferkessedougou;FEK;Ivory Coast;CI;Ferkessedougou
2561;Fernando De Noronha;FEN;Brazil;BR;Fernando De Noronha
2562;Ferry;XPQ;Malaysia;MY;Port Klang
2563;Fertilia;AHO;Italy;IT;Alghero
2564;Fetlar;FEA;United Kingdom;GB;Fetlar
2565;Fianarantsoa;WFI;Madagascar;MG;Fianarantsoa
2566;Ficksburg Sentra Oes;FCB;South Africa;ZA;Ficksburg
2567;Fictitious Point;XCA;;ZZ;Fictitious Point
2568;Fictitious Point/LH;QFP;Germany;DE;Fictitious Point/LH
2569;Filadelfia;FLM;Paraguay;PY;Filadelfia
2570;Filton;FZO;United Kingdom;GB;Filton
2571;Fin Creek;FNK;United States;US;Fin Creek
2572;Fincha;FNH;Ethiopia;ET;Fincha
2573;Findel;LUX;Luxembourg;LU;Luxembourg
2574;Findlay;FDY;United States;US;Findlay
2575;Finke;FIK;Australia;AU;Finke
2576;Finkenwerder;XFW;Germany;DE;Hamburg
2577;Finley;FLY;Australia;AU;Finley
2578;Finschhafen;FIN;Papua New Guinea;PG;Finschhafen
2579;Fire Cove;FIC;United States;US;Fire Cove
2580;Firing Center AAF;FCT;United States;US;Yakima
2581;First Flight;FFA;United States;US;Kill Devil Hills
2582;Fisheries;KCG;United States;US;Chignik
2583;Fisherton;ROS;Argentina;AR;Rosario
2584;Fitiuta;FTI;American Samoa;AS;Fitiuta
2585;Fitzroy Crossing;FIZ;Australia;AU;Fitzroy Crossing
2586;Five Finger;FIV;United States;US;Five Finger
2587;Five Mile;FMC;United States;US;Five Mile
2588;Flamingo;FMG;Costa Rica;CR;Flamingo
2589;Flamingo;HBN;Viet Nam;VN;Phu-bon
2590;Flamingo International;BON;Netherlands Antilles;AN;Bonaire
2591;Flat;FLT;United States;US;Flat
2592;Flateyri;FLI;Iceland;IS;Flateyri
2593;Flaxman Island;FXM;United States;US;Flaxman Island
2594;Flen;XYI;Sweden;SE;Flen
2595;Fletcher Field;CKM;United States;US;Clarksdale
2596;Flexenpass Heliport;ZRS;Austria;AT;Zurs/Lech
2597;Flin Flon;YFO;Canada;CA;Flin Flon
2598;Flinders Island;FLS;Australia;AU;Flinders Island
2599;Flippin;FLP;United States;US;Flippin
2600;Flora;FRO;Norway;NO;Floro
2601;Flora Valey;FVL;Australia;AU;Flora Valley
2602;Florence;FLO;United States;US;Florence
2603;Florence Peretola;FLR;Italy;IT;Florence
2604;Flotta;FLH;United Kingdom;GB;Flotta
2605;Flugplatz;AGE;Germany;DE;Wangerooge
2606;Flushing;FLU;United States;US;New York
2607;Flying Cloud;FCM;United States;US;Minneapolis
2608;Fond Du Lac;ZFD;Canada;CA;Fond Du Lac
2609;Fond Du Lac;FLD;United States;US;Fond Du Lac
2610;Fontaine;BOR;France;FR;Belfort
2611;Fontanarossa;CTA;Italy;IT;Catania
2612;Fontanges;YFG;Canada;CA;Fontanges
2613;Footner Lake;YOJ;Canada;CA;High Level
2614;Forbes;FRB;Australia;AU;Forbes
2615;Forbes AFB;FOE;United States;US;Topeka
2616;Ford;IMT;United States;US;Iron Mountain
2617;Forestville;YFE;Canada;CA;Forestville
2618;Forney AAF;TBN;United States;US;Fort Leonard Wood
2619;Forrest;FOS;Australia;AU;Forrest
2620;Forrest Hill;WGA;Australia;AU;Wagga Wagga
2621;Forrest River Airport;FVR;Australia;AU;Forrest River
2622;Forster;FOT;Australia;AU;Forster
2623;Fort Albany;YFA;Canada;CA;Fort Albany
2624;Fort Bragg;FOB;United States;US;Fort Bragg
2625;Fort Bridger;FBR;United States;US;Fort Bridger
2626;Fort Chipewyan;YPY;Canada;CA;Fort Chipewyan
2627;Fort Collins Bus Servi;QWF;United States;US;Fort Collins/Loveland
2628;Fort Dodge;FOD;United States;US;Fort Dodge
2629;Fort Good Hope;YGH;Canada;CA;Fort Good Hope
2630;Fort Hood AAF;HLR;United States;US;Killeen
2631;Fort Hope;YFH;Canada;CA;Fort Hope
2632;Fort Jefferson;RBN;United States;US;Fort Jefferson
2633;Fort Lee AAF;FLE;United States;US;Petersburg
2634;Fort Liard;YJF;Canada;CA;Fort Liard
2635;Fort Mcmurray;YMM;Canada;CA;Fort Mcmurray
2636;Fort Mcpherson;ZFM;Canada;CA;Fort Mcpherson
2637;Fort Meyers;FRR;United States;US;Fort Myers, Florida
2638;Fort Nelson;YYE;Canada;CA;Fort Nelson
2639;Fort Reliance;YFL;Canada;CA;Fort Reliance
2640;Fort Resolution;YFR;Canada;CA;Fort Resolution
2641;Fort Severn;YER;Canada;CA;Fort Severn
2642;Fort Simpson;YFS;Canada;CA;Fort Simpson
2643;Fort Smith;YSM;Canada;CA;Fort Smith
2644;Fort St John;YXJ;Canada;CA;Fort St John
2645;Fort Sumner;FSU;United States;US;Fort Sumner
2646;Fort Worth Alliance;AFW;United States;US;Fort Worth
2647;Fort Yukon;FYU;United States;US;Fort Yukon
2648;Fortuna;FON;Costa Rica;CR;Fortuna
2649;Fortuna Ledge;FTL;United States;US;Fortuna Ledge
2650;Foshan Ferry;ZCP;China;CN;Foshan
2651;Fossil Downs;FSL;Australia;AU;Fossil Downs
2652;Fougamou;FOU;Gabon;GA;Fougamou
2653;Foula;FOA;United Kingdom;GB;Foula
2654;Foumban;FOM;Cameroon;CM;Foumban
2655;Fox;FOX;United States;US;Fox
2656;Fox Glacier;FGL;New Zealand-Aotearoa;NZ;Fox Glacier
2657;Fox Harbour-St Lewis;YFX;Canada;CA;Fox Harbour-St Lewis
2658;Foya;FOY;Liberia;LR;Foya
2659;Framnes;NVK;Norway;NO;Narvik
2660;Franca;FRC;Brazil;BR;Franca
2661;Franceville/Mvengue;MVB;Gabon;GA;Franceville
2662;Francisco Bangoy International Airport;DVO;Philippines;PH;Davao
2663;Francisco Beltrao;FBE;Brazil;BR;Francisco Beltrao
2664;Francisco De Assis;JDF;Brazil;BR;Juiz De Fora
2665;Francisco Mendes;RAI;Cape Verde;CV;Praia
2666;Francisco P. V. y R.;LOM;Mexico;MX;Lagos de Moreno
2667;Francistown;FRW;Botswana;BW;Francistown
2668;Frank Pais;HOG;Cuba;CU;Holguin
2669;Frankfurt International Airport-Rhein-Main;FRA;Germany;DE;Frankfurt
2670;Frankfurt/Oder Railway;ZFR;Germany;DE;Frankfurt/Oder
2671;Franklin;LFN;United States;US;Louisburg
2672;Franklin County;UOS;United States;US;Sewanee
2673;Frankton;ZQN;New Zealand-Aotearoa;NZ;Queenstown
2674;Franz Josef;WHO;New Zealand-Aotearoa;NZ;Franz Josef
2675;Franz Josef Strauss;MUC;Germany;DE;Munich
2676;Fraser Island;OKB;Australia;AU;Orchid Beach
2677;Frederic Chopin;WAW;Poland;PL;Warsaw
2678;Fredericton;YFC;Canada;CA;Fredericton
2679;Fredrikstad Rail Stn.;XKF;Norway;NO;Fredrikstad
2680;Freeman Municipal;SER;United States;US;Seymour
2681;Fregate Is;FRK;Seychelles;SC;Fregate Is
2682;Freida River;FAQ;Papua New Guinea;PG;Freida River
2683;Frejus;FRJ;France;FR;Frejus
2684;French Valley;RBK;United States;US;Rancho
2685;Frenchville;WFK;United States;US;Frenchville
2686;Frescaty;MZM;France;FR;Metz
2687;Fresh Water Bay;FRP;United States;US;Fresh Water Bay
2688;Fresno-Chandler;FCH;United States;US;Fresno
2689;Fria;FIG;Guinea;GN;Fria
2690;Friday Harbor;FRD;United States;US;Friday Harbor
2691;Friday Harbor SPB;FBS;United States;US;Friday Harbor SPB
2692;Friedrichshafen;FDH;Germany;DE;Friedrichshafen
2693;Fritzlar Airbase;FRZ;Germany;DE;Fritzlar
2694;Froesoe;OSD;Sweden;SE;Ostersund
2695;Frutillar;FRT;Chile;CL;Frutillar
2696;Fryeburg;FRY;United States;US;Fryeburg
2697;Ft Mcclellan Bus Trml;QAW;United States;US;Anniston
2698;Ft Wainwright;FBK;United States;US;Fairbanks
2699;Ft Wolter AAF;CWO;United States;US;Mineral Wells
2700;Ft. Walton Beach;VPS;United States;US;Valparaiso
2701;Fuengirola;FGR;Spain;ES;Fuengirola
2702;Fuerstenfeldbruck;FEL;Germany;DE;Fuerstenfeldbruck
2703;Fuerte Olimpo;OLK;Paraguay;PY;Fuerte Olimpo
2704;Fuerteventura;FUE;Spain;ES;Puerto del Rosario
2705;Fujairah Intl Arpt;FJR;United Arab Emirates;AE;Al-Fujairah
2706;Fukue;FUJ;Japan;JP;Fukue
2707;Fukui;FKJ;Japan;JP;Fukui
2708;Fukuoka;FUK;Japan;JP;Fukuoka
2709;Fukushima Airport;FKS;Japan;JP;Fukushima
2710;Fulleborn;FUB;Papua New Guinea;PG;Fulleborn
2711;Fulton County;FTY;United States;US;Atlanta
2712;Fulton County;RCR;United States;US;Rochester
2713;Fulton International;AKC;United States;US;Akron/Canton
2714;Fuma;FUM;Papua New Guinea;PG;Fuma
2715;Fuoshan;FUO;China;CN;Fuoshan
2716;Futaleufu;FFU;Chile;CL;Futaleufu
2717;Futuna Airport;FTA;Vanuatu;VU;Futuna Island
2718;Futuna Island;FUT;Wallis and Futuna Islands;WF;Futuna Island
2719;Fuyang;FUG;China;CN;Fuyang
2720;Fuyun;FYN;China;CN;Fuyun
2721;Fuzhou;FOC;China;CN;Fuzhou
2722;Gabbs;GAB;United States;US;Gabbs
2723;Gabes;GAE;Tunisia;TN;Gabes
2724;Gachsaran;GCH;Iran;IR;Gachsaran
2725;Gafsa;GAF;Tunisia;TN;Gafsa
2726;Gag Island;GAV;Indonesia;ID;Gag Island
2727;Gage;GAG;United States;US;Gage
2728;Gagetown;YCX;Canada;CA;Gagetown
2729;Gaggal Airport;DHM;India;IN;Dharamsala
2730;Gagnoa;GGN;Ivory Coast;CI;Gagnoa
2731;Gagnon;YGA;Canada;CA;Gagnon
2732;Gainesville Regional;GNV;United States;US;Gainesville
2733;Gakona;GAK;United States;US;Gakona
2734;Galatina;LCC;Italy;IT;Lecce
2735;Galbraith Lake;GBH;United States;US;Galbraith Lake
2736;Galcaio;GLK;Somalia;SO;Galcaio
2737;Galeão–Antonio Carlos Jobim International Airport;GIG;Brazil;BR;Rio De Janeiro
2738;Galegu;DNX;Sudan;SD;Dinder
2739;Galela;GLX;Indonesia;ID;Galela
2740;Galena;GAL;United States;US;Galena
2741;Galesburg;GBG;United States;US;Galesburg
2742;Galileo Galilei;PSA;Italy;IT;Pisa
2743;Galion;GQQ;United States;US;Galion
2744;Gallatin Field;BZN;United States;US;Bozeman
2745;Galleria;JGL;United States;US;Atlanta
2746;Gallivare;GEV;Sweden;SE;Gallivare
2747;Gamarra;GRA;Colombia;CO;Gamarra
2748;Gamba;GAX;Gabon;GA;Gamba
2749;Gambela;GMB;Ethiopia;ET;Gambela
2750;Gambell;GAM;United States;US;Gambell
2751;Gambier Is;GMR;French Polynesia;PF;Gambier Is
2752;Gamboa;WCA;Chile;CL;Castro
2753;Gamboma;GMM;Congo;CG;Gamboma
2754;Gamboola;GBP;Australia;AU;Gamboola
2755;Gan Airport;GAN;Maldives;MV;Gan Island
2756;Gandajika;GDJ;Zaire;ZR;Gandajika
2757;Gander International;YQX;Canada;CA;Gander
2758;Gandhinagar Arpt;ISK;India;IN;Nasik
2759;Ganes Creek;GEK;United States;US;Ganes Creek
2760;Gangaw;GAW;Myanmar;MM;Gangaw
2761;Ganges Harbor;YGG;Canada;CA;Ganges Harbor
2762;Gangneung;KAG;Korea-South;KR;Gangneung
2763;Ganzhou;KOW;China;CN;Ganzhou
2764;Gao;GAQ;Mali;ML;Gao
2765;Gaoua;XGA;Burkina Faso;BF;Gaoua
2766;Gara Djebilet;GBB;Algeria;DZ;Gara Djebilet
2767;Garachine;GHE;Panama;PA;Garachine
2768;Garaina;GAR;Papua New Guinea;PG;Garaina
2769;Garasa;GRL;Papua New Guinea;PG;Garasa
2770;Garbaharey;GBM;Somalia;SO;Garbaharey
2771;Garden Harris County;PIM;United States;US;Pine Mountain
2772;Garden Point;GPN;Australia;AU;Garden Point
2773;Gardez;GRG;Afghanistan;AF;Gardez
2774;Gardo;GSR;Somalia;SO;Gardo
2775;Gare de Bordeaux;ZFQ;France;FR;Bordeaux
2776;Gare de Rennes;ZFJ;France;FR;Rennes
2777;Gare du Nord Rail Stn;XPG;France;FR;Paris
2778;Gare Montparnasse;XGB;France;FR;Paris
2779;Garfield County;RIL;United States;US;Rifle
2780;Garissa;GAS;Kenya;KE;Garissa
2781;Garner Fld;UVA;United States;US;Uvalde
2782;Garoe;GGR;Somalia;SO;Garoe
2783;Garons;FNI;France;FR;Nimes
2784;Garoua;GOU;Cameroon;CM;Garoua
2785;Garuahi;GRH;Papua New Guinea;PG;Garuahi
2786;Gary Regional;GYY;United States;US;Chicago
2787;Gasa;JHG;China;CN;Jinghong
2788;Gascoyne Junction;GSC;Australia;AU;Gascoyne Junction
2789;Gasmata Island;GMI;Papua New Guinea;PG;Gasmata Island
2790;Gassim Regional Airport;ELQ;Saudi Arabia;SA;Buraidah
2791;Gasuke;GBC;Papua New Guinea;PG;Gasuke
2792;Gatlinburg;GKT;United States;US;Gatlinburg
2793;Gatokae Aerodrom;GTA;Solomon Islands;SB;Gatokae
2794;Gatwick;LGW;United Kingdom;GB;London
2795;Gaua;ZGU;Vanuatu;VU;Gaua
2796;Gaya;GAY;India;IN;Gaya
2797;Gayndah;GAH;Australia;AU;Gayndah
2798;Gaza - Yaser Arafat International Airport;GZA;Palestine;;Rafah
2799;Gaziantep;GZT;Turkey;TR;Gaziantep
2800;Gbangbatok;GBK;Sierra Leone;SL;Gbangbatok
2801;Gebe;GEB;Indonesia;ID;Gebe
2802;Gecitkale;GEC;Cyprus;CY;Gecitkale
2803;Gedaref;GSU;Sudan;SD;Gedaref
2804;Geelong;GEX;Australia;AU;Geelong
2805;Geilenkirchen;GKE;Germany;DE;Geilenkirchen
2806;Geita;GIT;Tanzania;TZ;Geita
2807;Geladi;GLC;Ethiopia;ET;Geladi
2808;Gelendzik;GDZ;Russian Federation;RU;Gelendzik
2809;Gemena;GMA;Zaire;ZR;Gemena
2810;Gen Belgrano;SLA;Argentina;AR;Salta
2811;Gen Buech;RIB;Bolivia;BO;Riberalta
2812;Gen F Javier Mina;TAM;Mexico;MX;Tampico
2813;Gen Fierro Villalobos;CUU;Mexico;MX;Chihuahua
2814;Gen J A Anzoategui;BLA;Venezuela;VE;Barcelona
2815;Gen Jose M Yanez;GYM;Mexico;MX;Guaymas
2816;Gen Lucio Blanco;REX;Mexico;MX;Reynosa
2817;Gen Mariano Escobedo;MTY;Mexico;MX;Monterrey
2818;Gen Pesqueira Garcia;HMO;Mexico;MX;Hermosillo
2819;Gen Rafael Buelna;MZT;Mexico;MX;Mazatlan
2820;Gen V Deslandes;BUG;Angola;AO;Benguela
2821;Gen. A.V. Cobo;LET;Colombia;CO;Leticia
2822;Genda Wuha;ETE;Ethiopia;ET;Genda Wuha
2823;Geneina;EGN;Sudan;SD;Geneina
2824;General Brees Field;LAR;United States;US;Laramie
2825;General Juan N. Alvarez International;ACA;Mexico;MX;Acapulco
2826;General Mariano Matamoros Airport;CVJ;Mexico;MX;Cuernavaca
2827;General Mitchell;MKE;United States;US;Milwaukee
2828;General Pico;GPO;Argentina;AR;General Pico
2829;General Roca;GNR;Argentina;AR;General Roca
2830;General Villegas;VGS;Argentina;AR;General Villegas
2831;Geneve-cointrin;GVA;Switzerland;CH;Geneva
2832;Genting;GTB;Malaysia;MY;Genting
2833;George;GRJ;South Africa;ZA;George
2834;George AFB;VCV;United States;US;Victorville
2835;George Bush Intercntl.;IAH;United States;US;Houston
2836;George Downer;AIV;United States;US;Aliceville
2837;George R Carr;BXA;United States;US;Bogalusa
2838;George Town;GEE;Australia;AU;George Town
2839;Georgetown;GTT;Australia;AU;Georgetown
2840;Georgetown;GGE;United States;US;Georgetown
2841;Gera Railway;ZGA;Germany;DE;Gera
2842;Geraldton;GET;Australia;AU;Geraldton
2843;Geraldton;YGQ;Canada;CA;Geraldton
2844;GermanRail Pass;ZGZ;Germany;DE;Fictitious Point/AA2
2845;Germansen;YGS;Canada;CA;Germansen
2846;Gerrard-Smith;CYB;Cayman Islands;KY;Cayman Brac Is
2847;Gethsemani;ZGS;Canada;CA;Gethsemani
2848;Gettysburg;GTY;United States;US;Gettysburg
2849;Geva Airstrip;GEF;Solomon Islands;SB;Geva
2850;Gewoia;GEW;Papua New Guinea;PG;Gewoia
2851;Ghadames;LTD;Libya;LY;Ghadames
2852;Ghanzi;GNZ;Botswana;BW;Ghanzi
2853;Ghat;GHT;Libya;LY;Ghat
2854;Ghazni;GZI;Afghanistan;AF;Ghazni
2855;Ghazvin;GZW;Iran;IR;Ghazvin
2856;Ghent;GNE;Belgium;BE;Ghent
2857;Gheshm;GSM;Iran;IR;Gheshm
2858;Ghimbi;GHD;Ethiopia;ET;Ghimbi
2859;Ghinnir;GNN;Ethiopia;ET;Ghinnir
2860;Gibb River;GBV;Australia;AU;Gibb River
2861;Giebelstadt;GHF;Germany;DE;Giebelstadt
2862;Gilbert Field;GIF;United States;US;Winter Haven
2863;Gilgal;GGL;Colombia;CO;Gilgal
2864;Gilgit;GIL;Pakistan;PK;Gilgit
2865;Gillam;YGX;Canada;CA;Gillam
2866;Gillespie Field;SEE;United States;US;San Diego
2867;Gillies Bay;YGB;Canada;CA;Gillies Bay
2868;Gillot;RUN;Reunion;RE;St Denis de la Reunion
2869;Gilze-Rijen;GLZ;Netherlands;NL;Breda
2870;Gimhae;PUS;Korea-South;KR;Busan
2871;Gimli;YGM;Canada;CA;Gimli
2872;Gino Lisa;FOG;Italy;IT;Foggia
2873;Girardot;GIR;Colombia;CO;Girardot
2874;Girua;PNP;Papua New Guinea;PG;Popondetta
2875;Gisborne;GIS;New Zealand-Aotearoa;NZ;Gisborne
2876;Gisenyi;GYI;Rwanda;RW;Gisenyi
2877;Gitega;GID;Burundi;BI;Gitega
2878;Giuseppe Verdi;PMF;Italy;IT;Parma
2879;Giyani;GIY;South Africa;ZA;Giyani
2880;Gizo;GZO;Solomon Islands;SB;Gizo
2881;Gjoa Haven;YHK;Canada;CA;Gjoa Haven
2882;Gjogur;GJR;Iceland;IS;Gjogur
2883;Glacier Creek;KGZ;United States;US;Glacier Creek
2884;Glacier National Park;FCA;United States;US;Kalispell
2885;Gladstone;GLT;Australia;AU;Gladstone
2886;Gladwin;GDW;United States;US;Gladwin
2887;Glasgow International;GLA;United Kingdom;GB;Glasgow
2888;Glen Innes;GLI;Australia;AU;Glen Innes
2889;Glendale;GWV;United States;US;Glendale
2890;Glenegedale;ILY;United Kingdom;GB;Islay
2891;Glengyle;GLG;Australia;AU;Glengyle
2892;Glenn County;WLW;United States;US;Willows
2893;Glenn L Martin;MTN;United States;US;Baltimore
2894;Glennallen;GLQ;United States;US;Glennallen
2895;Glenormiston;GLM;Australia;AU;Glenormiston
2896;Glentanner;GTN;New Zealand-Aotearoa;NZ;Mount Cook
2897;Glenwood Springs;GWS;United States;US;Glenwood Springs
2898;Gloucestershire;GLO;United Kingdom;GB;Gloucester
2899;Glynco Jetport;BQK;United States;US;Brunswick
2900;Gnarowein;GWN;Papua New Guinea;PG;Gnarowein
2901;Goba;GOB;Ethiopia;ET;Goba
2902;Gobabis;GOG;Namibia;NA;Gobabis
2903;Gobernador Gregores;GGS;Argentina;AR;Gobernador Gregores
2904;Gode/Iddidole;GDE;Ethiopia;ET;Gode/Iddidole
2905;Godman AAF;FTK;United States;US;Fort Knox
2906;Gods Narrows;YGO;Canada;CA;Gods Narrows
2907;Gods River;ZGI;Canada;CA;Gods River
2908;Goerlitz Railway;ZGE;Germany;DE;Goerlitz
2909;Gogebic County;IWD;United States;US;Ironwood
2910;Gold Coast-Coolangatta;OOL;Australia;AU;Gold Coast
2911;Golden Rock;SKB;Saint Kitts and Nevis;KN;St Kitts
2912;Golden Triangle Reg.;GTR;United States;US;Columbus
2913;Goldsworthy;GLY;Australia;AU;Goldsworthy
2914;Goleniow;SZZ;Poland;PL;Szczecin
2915;Golfito;GLF;Costa Rica;CR;Golfito
2916;Golmud;GOQ;China;CN;Golmud
2917;Goloson International;LCE;Honduras;HN;La Ceiba
2918;Golovin;GLV;United States;US;Golovin
2919;Golubovci;TGD;Yugoslavia;YU;Podgorica
2920;Goma;GOM;D. R. Congo;CD;Goma
2921;Gomel;GME;Belarus;BY;Gomel
2922;Gonalia;GOE;Papua New Guinea;PG;Gonalia
2923;Gondar;GDQ;Ethiopia;ET;Gondar
2924;Gonzalo;TRB;Colombia;CO;Turbo
2925;Goodfellow AFB;GOF;United States;US;San Angelo
2926;Gooding;GNG;United States;US;Gooding
2927;Goodnews Bay;GNU;United States;US;Goodnews Bay
2928;Goodwin Field;ELD;United States;US;El Dorado
2929;Goondiwindi;GOO;Australia;AU;Goondiwindi
2930;Goose Bay;YYR;Canada;CA;Goose Bay
2931;Gora;GOC;Papua New Guinea;PG;Gora
2932;Gorakhpur;GOP;India;IN;Gorakhpur
2933;Gordil;GDI;Central African Republic;CF;Gordil
2934;Gordon;GRN;United States;US;Gordon
2935;Gordon Downs;GDD;Australia;AU;Gordon Downs
2936;Gore;GOR;Ethiopia;ET;Gore
2937;Gore Bay;YZE;Canada;CA;Gore Bay
2938;Gorgan;GBT;Iran;IR;Gorgan
2939;Gorge Harbor;YGE;Canada;CA;Gorge Harbor
2940;Gorkha;GKH;Nepal;NP;Gorkha
2941;Gorna Orechovitsa;GOZ;Bulgaria;BG;Gorna Orechovitsa
2942;Goroka;GKA;Papua New Guinea;PG;Goroka
2943;Gorom-Gorom;XGG;Burkina Faso;BF;Gorom-Gorom
2944;Gosford;GOS;Australia;AU;Gosford
2945;Goshen;GSH;United States;US;Goshen
2946;Gotha Railway;ZGO;Germany;DE;Gotha
2947;Gothenburg Rail;XWL;Sweden;SE;Gothenburg
2948;Goulburn;GUL;Australia;AU;Goulburn
2949;Goulburn Island;GBL;Australia;AU;Goulburn Island
2950;Goulimime;GLN;Morocco;MA;Goulimime
2951;Gounda;GDA;Central African Republic;CF;Gounda
2952;Goundam;GUD;Mali;ML;Goundam
2953;Govardhanpur;JGA;India;IN;Jamnagar
2954;Governador Valadares;GVR;Brazil;BR;Governador Valadares
2955;Governors Harbour;GHB;Bahamas;BS;Governors Harbour
2956;Goya;OYA;Argentina;AR;Goya
2957;Gozo Heliport;GZM;Malta;MT;Gozo
2958;Gracias;GAC;Honduras;HN;Gracias
2959;Graciosa Island;GRW;Portugal;PT;Graciosa Island
2960;Grafton;GFN;Australia;AU;Grafton
2961;Graham Field;BTP;United States;US;Butler
2962;Granada;GRX;Spain;ES;Granada
2963;Grand Case;CCE;Guadeloupe;GP;St Martin
2964;Grand Cess;GRC;Liberia;LR;Grand Cess
2965;Grand Forks;ZGF;Canada;CA;Grand Forks
2966;Grand Forks;GFK;United States;US;Grand Forks
2967;Grand Forks AFB;RDR;United States;US;Red River
2968;Grand Island;GRI;United States;US;Grand Island
2969;Grand Rapids;GPZ;United States;US;Grand Rapids
2970;Grand Strand Airport;CRE;United States;US;Myrtle Beach
2971;Grand Turk Is;GDT;Turks and Caicos Islands;TC;Grand Turk Is
2972;Grande Cache;YGC;Canada;CA;Grande Cache
